miRNA,BreastC,BreastC,BreastC,BreastC,BreastC,Control,Control,Control,Control,Control,BreastC,BreastC,HepatocelularC,BreastC,BreastC,ColonC,GallbladderC
hsa-miR-4717-5p,0,0,0,0,0,0,0,1,3,3,0,1,4,0,0,2,0
hsa-miR-4717-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4718,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0
hsa-miR-4719,0,0,0,0,7,0,3,0,9,1,0,0,4,0,0,7,0
hsa-miR-4720-5p,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
hsa-miR-4720-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4721,0,0,2,1,0,0,1,1,0,5,0,0,0,0,1,2,5
hsa-miR-4722-5p,0,0,1,1,10,0,4,4,2,0,5,0,0,0,5,5,0
hsa-miR-4722-3p,0,0,4,1,7,0,0,0,0,2,0,1,1,0,11,7,0
hsa-miR-4520-2-3p,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0
hsa-miR-4723-5p,0,0,2,3,17,0,6,12,0,10,16,0,20,10,10,0,5
hsa-miR-4723-3p,0,0,0,1,0,0,5,1,0,2,2,0,5,8,3,0,7
hsa-miR-451b,0,0,0,1,17,1,2,3,2,3,1,0,5,2,0,0,0
hsa-miR-4724-5p,0,0,0,0,0,0,0,12,0,0,0,0,0,2,0,0,0
hsa-miR-4724-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4725-5p,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,12,0
hsa-miR-4725-3p,0,1,3,2,3,0,0,0,1,0,0,0,3,1,0,9,0
hsa-miR-4726-5p,0,0,0,6,2,3,0,3,6,0,5,2,2,11,5,0,0
hsa-miR-4726-3p,0,0,0,9,8,1,0,0,0,2,0,0,6,0,4,10,2
hsa-miR-4727-5p,0,0,0,0,6,0,7,0,4,0,0,0,0,0,1,14,0
hsa-miR-4727-3p,0,0,0,3,9,2,0,3,1,0,4,2,2,0,4,9,0
hsa-miR-4728-5p,0,0,3,0,0,0,0,8,0,5,1,0,2,8,13,7,1
hsa-miR-4728-3p,0,0,1,4,12,1,7,5,9,2,3,1,7,2,19,17,0
hsa-miR-4729,0,0,1,3,2,0,0,0,0,0,2,0,1,6,0,0,5
hsa-miR-4730,0,0,0,1,11,1,0,0,2,13,0,0,1,0,6,0,0
hsa-miR-4731-5p,0,0,0,2,11,0,0,0,0,0,0,0,0,0,3,5,0
hsa-miR-4731-3p,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0
hsa-miR-4732-5p,9,36,108,247,2059,71,172,99,118,197,524,34,626,175,167,327,103
hsa-miR-4732-3p,0,0,3,18,359,17,28,3,23,17,80,7,72,33,30,39,5
hsa-miR-4733-5p,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
hsa-miR-4733-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
hsa-miR-4734,1,0,0,1,1,0,0,0,1,3,3,0,2,0,5,0,0
hsa-miR-4735-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4735-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
hsa-miR-4737,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,6,0
hsa-miR-3064-5p,0,1,39,30,37,1,29,64,39,44,24,4,33,51,56,48,0
hsa-miR-3064-3p,0,0,0,2,12,1,0,1,0,0,5,0,0,5,1,8,6
hsa-miR-4738-5p,0,0,2,0,4,0,0,9,0,0,0,1,0,0,0,2,8
hsa-miR-4738-3p,1,1,5,2,63,1,6,20,14,30,21,5,17,14,33,5,19
hsa-miR-4739,0,2,7,4,29,0,4,0,0,0,12,0,2,17,14,19,6
hsa-miR-4740-5p,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0
hsa-miR-4740-3p,0,0,3,1,11,0,0,0,4,0,4,0,0,0,2,25,10
hsa-miR-4741,0,0,4,1,20,0,0,0,2,7,16,1,8,11,17,19,12
hsa-miR-4742-5p,0,1,0,15,13,2,8,16,12,20,19,9,8,12,7,2,0
hsa-miR-4742-3p,0,0,0,1,5,0,1,0,1,2,4,0,0,2,0,0,0
hsa-miR-4743-5p,0,0,7,3,23,5,6,5,4,11,5,3,8,11,4,0,22
hsa-miR-4743-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4744,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
hsa-miR-122b-5p,0,0,0,1,4,0,11,1,3,4,17,3,10,13,6,0,7
hsa-miR-122b-3p,0,0,5,3,16,1,34,3,7,22,23,11,47,34,7,7,4
hsa-miR-4745-5p,0,0,4,0,12,0,2,0,3,0,1,0,0,0,3,15,13
hsa-miR-4745-3p,0,0,0,0,10,0,3,0,2,0,5,1,0,0,3,4,0
hsa-miR-4746-5p,0,2,1,8,18,0,2,3,10,13,14,1,3,8,2,3,0
hsa-miR-4746-3p,0,0,0,0,7,0,0,1,1,0,0,0,1,0,0,0,0
hsa-miR-4747-5p,1,0,18,20,57,5,17,10,8,16,14,1,23,21,22,44,4
hsa-miR-4747-3p,0,0,0,2,29,0,0,0,0,0,0,0,0,0,1,21,0
hsa-miR-4748,0,0,18,16,33,1,14,10,21,13,18,1,26,12,31,50,29
hsa-miR-4749-5p,0,0,1,1,2,0,10,1,5,3,2,1,0,3,6,3,4
hsa-miR-4749-3p,0,0,0,2,5,0,0,0,0,0,1,0,0,0,0,6,0
hsa-miR-4750-5p,0,0,23,7,31,1,10,9,16,7,10,3,6,7,23,19,6
hsa-miR-4750-3p,0,0,0,1,12,0,0,0,5,0,7,0,0,3,4,11,0
hsa-miR-4751,0,0,0,0,4,0,3,0,0,0,0,0,1,0,0,0,0
hsa-miR-4752,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0
hsa-miR-4753-5p,0,0,11,3,18,2,4,0,1,6,8,0,0,6,7,7,0
hsa-miR-4753-3p,0,0,1,0,0,0,6,0,4,1,1,0,0,0,3,7,0
hsa-miR-371b-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-371b-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4754,0,0,0,3,27,0,1,8,8,1,5,0,1,7,6,3,10
hsa-miR-4755-5p,0,0,0,0,3,0,1,0,1,2,7,0,4,2,4,0,0
hsa-miR-4755-3p,0,0,2,2,6,0,2,0,4,0,3,0,4,0,0,0,0
hsa-miR-499b-5p,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0
hsa-miR-499b-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4756-5p,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4756-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4757-5p,0,0,0,0,8,3,0,0,0,0,0,1,0,1,0,8,0
hsa-miR-4757-3p,0,0,0,2,5,0,0,0,3,2,6,0,0,5,2,1,0
hsa-miR-4758-5p,0,7,4,0,16,0,0,0,2,0,0,0,0,0,5,0,0
hsa-miR-4758-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
hsa-miR-4759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4760-5p,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4760-3p,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4761-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4761-3p,0,0,0,1,0,0,0,0,1,2,0,0,0,0,2,0,0
hsa-miR-4762-5p,0,0,0,1,0,2,1,1,0,2,2,1,5,2,1,2,0
hsa-miR-4762-3p,0,0,0,0,7,0,1,0,2,0,0,1,0,3,0,0,0
hsa-miR-4763-5p,0,2,0,4,1,0,5,6,4,1,1,1,1,5,11,15,9
hsa-miR-4763-3p,0,0,0,2,6,0,0,1,0,0,0,0,3,0,0,11,0
hsa-miR-4764-5p,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,6
hsa-miR-4764-3p,0,0,0,1,0,0,2,0,1,0,0,2,0,0,1,0,0
hsa-miR-4765,0,0,0,0,0,0,4,2,0,7,14,0,4,0,3,0,1
hsa-miR-4766-5p,0,0,0,0,6,0,0,1,3,0,0,0,0,2,0,8,0
hsa-miR-4766-3p,0,0,5,1,4,0,1,2,2,8,0,0,6,0,0,13,0
hsa-miR-4767,0,1,1,0,6,0,0,1,0,6,0,0,0,0,4,4,0
hsa-miR-4768-5p,0,0,1,0,2,0,0,0,2,0,1,0,0,0,0,0,0
hsa-miR-4768-3p,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
hsa-miR-4769-5p,0,0,10,3,0,0,2,2,6,4,0,1,0,0,13,13,4
hsa-miR-4769-3p,0,0,0,1,14,0,0,3,5,3,1,2,8,11,3,33,6
hsa-miR-4770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4771,1,2,25,17,122,11,48,29,42,7,12,6,72,15,56,167,58
hsa-miR-4772-5p,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
hsa-miR-4772-3p,0,0,0,4,24,1,9,1,7,3,3,3,5,5,1,0,5
hsa-miR-4773,0,0,0,2,4,0,0,1,8,4,1,2,0,0,0,6,0
hsa-miR-4774-5p,0,0,0,0,0,0,3,3,0,2,0,0,1,1,6,5,0
hsa-miR-4774-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4775,0,0,0,0,0,0,0,1,0,1,3,0,0,9,2,1,0
hsa-miR-4776-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
hsa-miR-4776-3p,0,0,0,3,12,5,1,0,0,0,3,0,0,0,2,10,5
hsa-miR-4777-5p,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0
hsa-miR-4777-3p,0,0,0,1,0,0,0,1,1,2,1,0,0,4,0,5,0
hsa-miR-4778-5p,0,0,0,3,7,0,0,0,0,4,0,0,0,0,14,28,3
hsa-miR-4778-3p,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,0
hsa-miR-4779,0,0,13,1,5,0,1,2,0,0,6,0,5,0,5,5,0
hsa-miR-4780,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,3,0
hsa-miR-4436b-5p,0,0,0,1,14,1,1,0,0,0,4,0,0,2,5,0,0
hsa-miR-4436b-3p,0,0,4,5,12,1,2,1,5,12,4,1,41,6,2,0,7
hsa-miR-4781-5p,0,0,0,2,0,0,2,1,2,0,0,0,10,0,7,14,0
hsa-miR-4781-3p,0,0,0,0,7,2,2,0,1,2,6,0,1,0,0,0,0
hsa-miR-4782-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4782-3p,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,4,0
hsa-miR-4783-5p,0,0,7,1,0,0,0,1,0,0,0,0,3,0,1,0,0
hsa-miR-4783-3p,0,0,6,9,15,0,1,8,2,4,9,4,2,4,6,9,0
hsa-miR-4784,4,0,3,1,17,0,0,2,3,0,0,0,0,7,9,22,1
hsa-miR-4785,0,0,3,11,31,0,13,7,4,22,13,5,15,12,11,58,8
hsa-miR-1245b-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1245b-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-2467-5p,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
hsa-miR-2467-3p,0,0,2,0,7,0,0,1,0,1,0,0,0,0,0,3,0
hsa-miR-4786-5p,0,0,4,3,0,1,6,0,1,7,0,0,0,0,1,0,0
hsa-miR-4786-3p,0,1,0,4,12,0,0,0,4,0,0,0,0,0,1,0,0
hsa-miR-4787-5p,1,0,14,49,318,3,21,24,15,49,39,9,55,87,69,143,29
hsa-miR-4787-3p,1,0,0,1,20,2,2,1,0,10,1,0,14,7,7,14,0
hsa-miR-4788,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,0,0
hsa-miR-4789-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4789-3p,0,0,5,1,6,1,4,1,10,1,5,3,6,0,5,0,21
hsa-miR-4790-5p,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0
hsa-miR-4790-3p,0,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0
hsa-miR-4791,0,0,0,0,3,0,0,0,0,0,0,2,0,0,1,0,0
hsa-miR-4793-5p,0,0,0,0,29,2,0,0,12,0,0,1,2,0,4,9,0
hsa-miR-4793-3p,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,21,0
hsa-miR-4794,0,0,0,0,7,1,0,1,3,0,1,0,0,0,0,0,0
hsa-miR-4795-5p,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,5,0
hsa-miR-4795-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5
hsa-miR-4796-5p,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0
hsa-miR-4796-3p,0,0,8,9,8,0,5,8,4,7,11,3,14,8,7,20,6
hsa-miR-4797-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4797-3p,0,0,0,0,0,0,0,3,2,0,3,0,1,0,0,10,0
hsa-miR-4798-5p,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4798-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4799-5p,0,0,3,6,19,0,1,3,6,19,13,2,3,14,11,16,0
hsa-miR-4799-3p,0,0,0,0,0,0,0,1,0,0,0,0,0,4,3,0,0
hsa-miR-4800-5p,0,1,0,3,13,0,1,17,1,4,4,0,0,0,7,22,6
hsa-miR-4800-3p,1,0,0,3,25,2,7,0,23,0,5,0,1,6,19,41,6
hsa-miR-4801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
hsa-miR-4802-5p,0,0,0,0,8,0,2,0,0,0,1,0,0,0,0,0,0
hsa-miR-4802-3p,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0
hsa-miR-4803,0,0,0,2,11,5,4,6,29,1,2,2,1,4,1,14,5
hsa-miR-4804-5p,0,0,7,0,19,2,4,2,7,6,6,0,11,3,2,13,10
hsa-miR-4804-3p,0,1,0,6,23,1,21,1,12,25,4,3,14,10,12,18,16
hsa-miR-4999-5p,0,1,0,31,58,2,8,7,6,37,21,5,2,14,8,14,0
hsa-miR-4999-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-5000-5p,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,13
hsa-miR-5000-3p,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,4,0
hsa-miR-5001-5p,0,0,2,0,11,0,3,0,5,0,0,0,6,1,14,10,2
hsa-miR-5001-3p,0,0,2,0,0,0,0,0,0,2,2,0,2,2,0,4,6
hsa-miR-5002-5p,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0
hsa-miR-5002-3p,0,0,0,0,5,1,0,5,0,0,0,0,1,0,0,0,1
hsa-miR-5003-5p,0,0,0,3,6,0,1,0,0,0,0,0,0,0,5,0,0
hsa-miR-5003-3p,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
hsa-miR-5004-5p,0,0,0,1,0,0,3,1,0,5,5,1,0,3,5,5,0
hsa-miR-5004-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-548ao-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-548ao-3p,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
hsa-miR-5006-5p,0,3,0,1,5,0,1,1,0,7,8,0,4,0,1,0,0
hsa-miR-5006-3p,0,0,4,0,7,0,2,3,0,6,0,0,0,0,0,0,0
hsa-miR-5007-5p,0,0,0,2,11,0,0,0,0,0,0,2,0,3,0,0,8
hsa-miR-5007-3p,0,0,0,0,7,0,2,0,2,0,0,0,0,6,2,6,0
hsa-miR-548ap-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-548ap-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-5008-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-5008-3p,0,0,0,0,1,2,1,4,5,4,3,1,3,0,0,2,12
hsa-miR-5009-5p,0,0,5,4,4,1,0,3,4,8,2,1,3,6,9,11,3
hsa-miR-5009-3p,0,0,0,1,0,0,4,1,0,1,0,0,0,0,3,2,0
hsa-miR-5010-5p,5,16,215,251,697,28,276,188,140,321,264,61,301,355,317,699,132
hsa-miR-5010-3p,0,0,0,0,18,0,4,0,3,4,14,0,4,7,9,7,0
hsa-miR-5011-5p,0,0,0,1,0,2,2,2,1,0,0,0,0,0,1,0,0
hsa-miR-5011-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-5047,0,0,0,2,6,1,0,0,0,0,3,0,0,0,0,0,8
hsa-miR-5087,0,0,4,0,3,3,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-5088-5p,0,0,0,2,0,0,0,1,3,1,0,2,4,0,4,4,0
hsa-miR-5088-3p,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7
hsa-miR-5089-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-5089-3p,0,0,1,0,9,0,0,0,3,2,3,0,0,0,0,3,2
hsa-miR-5090,0,0,10,1,1,0,1,2,4,0,3,0,4,4,0,8,5
hsa-miR-5091,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,11,3
hsa-miR-5092,0,1,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0
hsa-miR-5093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-5094,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-5186,0,0,2,0,0,0,0,0,2,0,1,0,0,1,0,4,0
hsa-miR-5187-5p,4,7,129,97,127,10,96,117,45,133,93,23,77,163,147,146,6
hsa-miR-5187-3p,0,0,0,0,3,1,4,0,0,0,0,0,0,2,0,0,0
hsa-miR-5188,0,0,0,0,2,0,0,0,1,2,4,1,0,0,0,4,8
hsa-miR-5189-5p,1,1,20,71,38,1,40,39,26,44,26,12,44,36,58,55,11
hsa-miR-5189-3p,0,0,68,51,57,7,30,7,10,79,18,5,91,60,71,78,55
hsa-miR-5190,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0
hsa-miR-5191,0,0,0,0,0,0,0,1,0,1,0,0,5,0,1,0,0
hsa-miR-5192,0,0,0,4,0,0,5,2,0,5,4,0,1,0,0,12,1
hsa-miR-5193,0,1,13,12,26,0,7,7,19,19,27,3,15,15,15,18,52
hsa-miR-5194,0,0,0,1,5,0,0,0,2,0,0,0,0,0,0,9,1
hsa-miR-5195-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-5195-3p,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0
hsa-miR-5196-5p,1,0,24,4,1,2,3,0,1,0,6,0,9,3,6,29,22
hsa-miR-5196-3p,0,0,6,5,3,0,0,0,0,0,0,1,7,0,8,52,4
hsa-miR-5197-5p,0,0,0,6,33,1,6,4,4,0,0,2,0,8,4,14,8
hsa-miR-5197-3p,0,0,0,0,4,0,0,0,6,0,0,0,0,0,1,0,0
hsa-miR-4524b-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4524b-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-5571-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-5571-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-5100,0,0,0,10,29,2,2,3,7,7,1,0,12,12,1,11,0
hsa-miR-5572,0,0,2,4,0,0,0,5,9,6,0,0,0,1,1,0,0
hsa-miR-548aq-5p,0,0,0,3,25,0,1,3,4,6,7,1,3,2,0,7,0
hsa-miR-548aq-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-548ar-5p,0,0,0,0,1,0,6,2,0,4,7,0,3,5,0,0,0
hsa-miR-548ar-3p,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
hsa-miR-548as-5p,0,0,0,5,18,0,17,3,7,1,7,1,2,8,3,0,0
hsa-miR-548as-3p,0,0,0,0,1,0,0,0,1,3,0,0,0,2,0,0,0
hsa-miR-5579-5p,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-5579-3p,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
hsa-miR-664b-5p,3,3,73,72,85,3,83,50,52,124,60,23,76,92,110,106,45
hsa-miR-664b-3p,0,0,4,10,27,0,20,17,29,50,32,11,27,42,39,17,27
hsa-miR-5580-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
hsa-miR-5580-3p,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
hsa-miR-5581-5p,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
hsa-miR-5581-3p,0,0,0,1,5,0,0,1,0,7,0,0,4,0,3,0,0
hsa-miR-548at-5p,0,0,26,18,51,1,25,12,23,9,43,0,15,12,14,17,4
hsa-miR-548at-3p,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
hsa-miR-5582-5p,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
hsa-miR-5582-3p,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0
hsa-miR-5583-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-5583-3p,0,0,0,0,15,0,0,0,3,2,0,2,2,0,0,5,0
hsa-miR-5584-5p,0,0,8,15,32,0,11,23,26,36,24,5,35,28,37,22,29
hsa-miR-5584-3p,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,6,0
hsa-miR-5585-5p,0,0,0,1,4,1,6,5,0,1,2,1,3,0,2,10,5
hsa-miR-5585-3p,0,0,4,8,20,0,8,2,2,7,3,3,11,14,13,23,4
hsa-miR-5586-5p,0,1,0,5,0,0,1,2,2,10,2,0,0,5,2,0,0
hsa-miR-5586-3p,0,0,2,28,21,0,20,44,32,45,4,9,23,23,30,15,7
hsa-miR-5587-5p,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
hsa-miR-5587-3p,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-548au-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-548au-3p,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
hsa-miR-1295b-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1295b-3p,0,0,0,0,2,1,3,0,2,0,5,1,0,0,0,1,1
hsa-miR-5588-5p,0,0,0,3,0,1,6,4,5,1,2,0,0,0,0,0,0
hsa-miR-5588-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-5589-5p,0,0,2,11,48,8,37,0,17,19,10,6,5,32,7,4,11
hsa-miR-5589-3p,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-5590-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-5590-3p,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
hsa-miR-5591-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-5591-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-548av-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-548av-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-5680,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,5,0
hsa-miR-5681a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
hsa-miR-5682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
hsa-miR-548aw,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
hsa-miR-5683,0,0,0,0,5,0,0,0,0,3,0,0,0,0,4,9,0
hsa-miR-5684,0,0,9,7,11,0,14,1,1,11,2,1,6,8,13,16,0
hsa-miR-548ax,11,14,496,997,1266,16,708,1120,538,2063,824,325,866,1257,1540,768,348
hsa-miR-5685,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
hsa-miR-5692c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-5687,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0
hsa-miR-5688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-5681b,0,0,5,0,5,0,0,0,4,0,4,0,0,0,0,0,3
hsa-miR-5689,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0
hsa-miR-5690,0,0,1,4,0,0,6,2,0,1,0,0,0,0,1,2,0
hsa-miR-5691,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,3,0
hsa-miR-5692a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4666b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-5693,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,5,0
hsa-miR-5694,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0
hsa-miR-5695,0,0,0,6,30,2,4,0,4,0,4,1,9,4,6,4,0
hsa-miR-5696,0,1,0,0,7,0,0,0,1,1,5,0,0,0,3,0,0
hsa-miR-5697,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,0
hsa-miR-5698,0,1,34,21,7,0,16,22,13,20,8,4,9,60,31,12,2
hsa-miR-5699-5p,0,0,0,0,7,0,0,0,0,1,0,0,2,0,0,6,0
hsa-miR-5699-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-5700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-5701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-5702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
hsa-miR-5703,0,0,5,5,15,1,2,1,0,0,0,0,0,0,0,2,0
hsa-miR-5692b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-5704,0,0,0,0,0,1,4,0,2,0,0,0,0,0,3,2,1
hsa-miR-5705,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
hsa-miR-5706,0,0,0,2,6,0,1,0,1,2,4,0,6,2,4,9,0
hsa-miR-5707,0,0,0,0,5,0,0,0,0,0,0,0,2,0,1,0,0
hsa-miR-5708,0,0,0,0,5,0,0,0,2,0,0,0,0,0,2,0,0
hsa-miR-5739,0,1,2,0,18,4,6,4,5,4,1,0,0,7,12,23,17
hsa-miR-5787,0,0,8,2,36,0,0,5,3,5,0,1,8,5,1,8,11
