Type,BreastC,BreastC,BreastC,BreastC,BreastC,BreastC,BreastC,BreastC,BreastC,BreastC,BreastC,Control,Control,Control,Control,Control,Control,Control,BreastC,BreastC,HepatocelularC,BreastC,BreastC,ColonC,GallbladderC
Sample_id,KS0001,KS0002,KS0003,KS0004,KS0005,KS0007_scarce,KS0008_scarce,KS0009,KS0010,KS0011,KS0012,KS0013,KS0014,KS0016_Lowqual,KS0017_Lowqual,KS0019,KS0021,KS0022,KS0023,KS0024,KS0025,KS0026,KS0027,KS0028,KS0029
hsa-miR-4442,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4443,63,121,71,241,47,2,2,63,48,4,154,7,39,0,6,29,25,14,37,14,18,71,47,81,17
hsa-miR-4444,3,0,0,7,0,0,0,0,4,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0
hsa-miR-4445-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
hsa-miR-4445-3p,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4446-5p,26,37,11,40,9,1,0,13,4,1,21,1,0,0,4,2,7,16,4,0,6,12,21,15,5
hsa-miR-4446-3p,1201,3297,376,3826,441,11,13,159,326,25,379,6,589,26,32,421,566,790,312,100,587,403,583,489,184
hsa-miR-4447,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4448,24,92,91,223,27,1,1,2,30,9,100,2,69,19,3,34,32,19,29,14,7,12,6,12,6
hsa-miR-4449,4,6,2,9,5,0,0,0,1,2,15,0,0,3,0,2,0,11,0,1,8,5,11,26,0
hsa-miR-548ag,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
hsa-miR-4450,4,10,15,4,0,0,0,0,0,0,8,0,0,0,0,1,10,0,0,0,1,0,5,10,11
hsa-miR-548ah-5p,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-548ah-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
hsa-miR-4451,6,4,55,33,1,0,1,5,4,1,14,5,0,0,0,2,3,0,2,1,0,10,10,14,0
hsa-miR-4452,0,0,22,21,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0
hsa-miR-4453,0,0,193,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
hsa-miR-4454,33,121,4012,2098,29,0,1,1,2,2,96,1,30,4,5,5,34,10,4,3,2,62,63,67,1
hsa-miR-4455,0,1,1,19,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
hsa-miR-4456,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0
hsa-miR-4457,0,0,10,1,0,0,0,3,0,0,0,0,0,0,0,0,1,4,3,0,2,0,1,0,0
hsa-miR-4458,6,3,7,0,3,0,0,1,0,0,0,4,2,0,0,0,3,0,6,0,0,0,5,1,4
hsa-miR-4460,0,0,6,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-378h,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
hsa-miR-3135b,7743,24885,8309,22809,5072,197,541,7416,9657,1088,18164,285,12402,696,1600,3123,5048,9028,3864,1227,8267,20415,18510,10694,4525
hsa-miR-4462,43,21,61,48,6,1,1,30,6,0,32,3,8,0,3,5,1,12,8,2,6,7,10,42,6
hsa-miR-4463,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0
hsa-miR-4464,0,0,10,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
hsa-miR-548ai,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-548aj-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-548aj-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
hsa-miR-4466,27,42,92,129,23,0,2,17,15,1,73,5,16,0,5,0,7,29,28,1,21,75,29,58,14
hsa-miR-4467,31,1,18,88,12,0,0,4,7,0,51,0,3,0,4,0,0,0,8,0,0,0,1,27,0
hsa-miR-4468,1,3,14,6,1,0,0,6,2,3,0,0,0,0,0,0,0,0,0,0,2,0,2,7,0
hsa-miR-4469,3,5,4,6,0,0,0,0,0,0,0,0,0,0,1,1,15,5,0,1,0,0,0,0,0
hsa-miR-4470,6,18,5,18,6,0,0,8,2,0,2,0,0,0,1,2,1,10,0,2,3,2,8,0,0
hsa-miR-4471,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4472,0,1,0,3,2,0,0,15,6,0,4,0,0,0,0,7,4,1,2,1,0,3,0,0,0
hsa-miR-4473,0,11,57,5,1,0,0,2,0,0,9,0,0,0,1,0,3,2,1,0,3,0,0,0,0
hsa-miR-4474-5p,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4474-3p,5,55,9,29,14,0,0,0,1,0,1,0,0,0,0,2,0,5,8,1,1,8,4,0,3
hsa-miR-4475,0,0,20,8,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
hsa-miR-4476,0,2,9,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,2,1,0,0,0,0
hsa-miR-4477a,4,1,6,0,1,0,0,0,1,0,4,0,0,0,0,0,0,2,4,0,2,2,0,0,1
hsa-miR-4477b,14,10,5,2,7,0,0,0,0,0,3,0,2,0,0,5,2,3,0,1,2,4,2,3,14
hsa-miR-4478,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3689c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3689d,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3689e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3689f,0,0,327,0,0,0,0,0,0,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,5
hsa-miR-4479,4,8,13,14,5,0,0,1,2,0,20,0,3,0,0,0,4,3,4,0,7,2,11,0,0
hsa-miR-3155b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-548ak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4480,0,7,0,29,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,3,5,0,2,0,0
hsa-miR-4481,0,3,0,0,0,0,0,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0
hsa-miR-4482-5p,0,2,0,1,11,0,0,9,0,0,16,0,1,0,0,1,0,0,0,0,0,0,0,11,0
hsa-miR-4482-3p,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,2,0,0,5,0,0,2,0,0,0
hsa-miR-4483,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4484,9,16,110,46,6,0,0,0,1,0,18,0,10,0,0,8,0,1,3,0,2,3,13,4,7
hsa-miR-4485-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4485-3p,4,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0
hsa-miR-4486,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,10,0
hsa-miR-4487,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,3,0,0
hsa-miR-4488,312,94,996,513,383,0,7,70,48,3,623,7,35,9,7,25,21,83,27,31,228,201,244,2137,159
hsa-miR-4489,6,11,10,15,2,0,1,0,1,0,5,0,2,0,1,1,2,1,1,0,8,0,2,8,0
hsa-miR-548al,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
hsa-miR-4490,0,1,5,41,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,3,0
hsa-miR-4491,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4492,42,55,131,105,28,0,0,11,16,1,83,1,15,2,1,12,10,22,6,5,14,54,16,262,18
hsa-miR-4493,0,1,9,0,16,0,0,0,0,4,4,0,0,0,3,2,1,1,2,1,0,3,0,5,9
hsa-miR-4494,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
hsa-miR-4495,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4496,5,0,52,0,0,0,0,1,2,0,5,0,3,0,0,3,0,2,0,0,3,5,3,12,0
hsa-miR-4497,20,49,17,100,23,0,0,0,9,0,16,0,5,7,1,0,3,9,2,0,6,4,17,23,5
hsa-miR-4498,5,3,11,10,5,0,0,7,1,0,3,0,3,0,0,12,0,7,5,0,1,2,0,0,9
hsa-miR-4499,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
hsa-miR-4500,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4501,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,1,0,0
hsa-miR-4502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
hsa-miR-4503,1,4,0,15,5,0,0,0,0,0,2,0,3,0,0,0,4,0,0,0,0,0,0,0,0
hsa-miR-4504,9,10,17,9,6,0,0,0,3,0,17,0,0,0,2,1,2,4,10,0,3,3,1,10,0
hsa-miR-4505,2,1,7,15,0,0,0,0,2,0,0,0,0,0,0,0,2,0,3,0,0,0,4,0,0
hsa-miR-4506,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0
hsa-miR-2392,375,992,0,738,216,0,0,0,502,30,324,10,319,20,62,357,280,5,368,108,89,186,157,124,55
hsa-miR-4507,1,2,2,26,8,0,0,0,0,1,6,0,1,0,0,6,0,2,1,0,0,0,10,25,2
hsa-miR-4508,138,247,321,588,169,3,11,142,81,5,431,6,84,18,14,66,55,98,118,11,153,131,184,232,52
hsa-miR-4509,0,0,11,0,0,0,0,0,3,0,9,1,0,4,0,0,0,0,0,0,3,5,0,0,0
hsa-miR-4510,4,9,10,16,2,0,0,1,0,1,4,0,3,0,0,2,0,1,1,0,1,3,0,2,0
hsa-miR-4511,2,4,0,4,3,0,0,1,0,0,8,0,3,0,0,2,0,4,3,0,3,0,0,5,0
hsa-miR-4512,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
hsa-miR-4513,2,0,11,6,2,0,0,0,1,1,0,4,0,0,0,0,0,0,2,0,0,0,0,6,0
hsa-miR-4514,4,2,6,17,7,0,0,8,0,0,18,0,0,0,0,0,1,0,1,0,0,1,1,0,3
hsa-miR-4515,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0
hsa-miR-4516,76,65,86,77,19,0,0,27,8,2,46,4,7,0,1,8,8,9,10,1,14,46,79,89,24
hsa-miR-4517,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
hsa-miR-4518,0,4,0,3,0,1,0,0,0,0,0,0,3,0,0,0,0,2,0,1,0,0,3,0,1
hsa-miR-4519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4520-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4520-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4521,9,8,6,13,6,0,0,0,2,0,0,1,1,3,0,5,0,10,1,3,6,3,11,0,11
hsa-miR-1269b,2,0,4,1,0,0,0,13,0,1,4,0,0,0,0,0,0,1,1,3,1,0,2,4,0
hsa-miR-4522,0,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
hsa-miR-4523,20,48,346,51,19,0,0,0,4,1,8,0,5,13,0,6,6,23,3,4,15,29,3,2,16
hsa-miR-4524a-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
hsa-miR-4524a-3p,3,9,87,6,0,0,0,0,0,0,18,0,0,0,0,3,1,4,4,0,5,8,3,0,0
hsa-miR-4525,2,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,7
hsa-miR-4526,33,45,47,142,37,0,2,15,25,0,140,1,9,14,4,33,19,37,31,8,18,49,16,19,16
hsa-miR-4527,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4528,0,0,38,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4529-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4529-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4530,0,25,114,7,4,0,0,1,7,1,16,0,8,0,0,3,3,2,3,1,4,7,4,0,2
hsa-miR-4531,2,12,49,11,9,0,0,6,9,0,3,4,5,1,2,9,3,2,5,1,0,1,0,3,5
hsa-miR-4533,11,9,5,0,0,0,0,0,5,0,8,0,2,0,0,1,6,7,1,0,3,3,8,14,0
hsa-miR-4534,1,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,1,3,4,0
hsa-miR-378i,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
hsa-miR-4535,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-548am-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-548am-3p,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1587,6,5,0,3,10,0,0,6,4,0,0,0,0,0,2,0,0,6,3,0,2,3,2,0,0
hsa-miR-4536-5p,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
hsa-miR-4536-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-548an,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
hsa-miR-4537,2,0,0,6,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0,2,0
hsa-miR-4538,2,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,2,0,0,6,0,5,0,14
hsa-miR-4539,1,1,24,0,0,0,0,0,0,1,10,0,0,0,0,1,0,0,0,0,6,0,0,0,0
hsa-miR-4540,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0
hsa-miR-3960,351,503,8171,2084,615,6,15,281,215,27,2399,20,170,72,51,64,111,432,162,69,397,537,757,1281,169
hsa-miR-3972,6,4,15,31,1,0,0,1,5,0,34,4,0,22,1,3,14,0,0,2,3,1,0,1,1
hsa-miR-3973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
hsa-miR-3974,0,1,8,0,1,0,0,0,0,0,7,0,0,0,0,0,6,0,0,0,0,0,0,0,0
hsa-miR-3975,0,0,0,0,0,0,0,3,0,0,4,0,9,0,0,1,0,0,0,1,0,3,0,0,0
hsa-miR-3976,5,15,464,41,21,0,0,0,4,2,19,1,3,0,0,2,6,8,4,1,4,3,7,19,21
hsa-miR-3977,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
hsa-miR-3978,1,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0
hsa-miR-4632-5p,2,14,37,8,13,0,0,3,6,0,12,1,8,0,1,3,2,2,3,0,3,1,12,20,3
hsa-miR-4632-3p,4,3,7,4,1,0,0,0,1,0,0,0,1,0,0,0,2,7,0,0,0,0,2,11,0
hsa-miR-4633-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
hsa-miR-4633-3p,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
hsa-miR-4634,36,61,503,263,40,0,1,18,11,5,51,4,18,18,2,17,5,35,15,9,13,57,41,169,9
hsa-miR-4635,5,4,66,24,8,1,0,3,0,0,18,1,4,0,0,7,12,0,1,0,4,12,5,6,16
hsa-miR-4636,3,1,4,0,0,0,0,0,1,0,4,0,0,5,0,1,2,0,1,2,0,0,2,6,0
hsa-miR-4637,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,1
hsa-miR-4638-5p,9,10,1,80,5,0,0,0,5,0,10,0,4,10,1,4,5,2,4,0,3,7,6,7,4
hsa-miR-4638-3p,0,2,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,6,1,0
hsa-miR-4639-5p,11,18,2,14,3,0,0,3,3,0,14,0,1,0,0,2,1,3,6,1,0,1,4,0,1
hsa-miR-4639-3p,0,0,23,1,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0
hsa-miR-4640-5p,3,4,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,16,7
hsa-miR-4640-3p,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0
hsa-miR-4641,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
hsa-miR-4642,7,11,5,15,0,0,0,6,3,0,0,0,0,0,0,7,1,0,2,3,0,1,0,0,0
hsa-miR-4643,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0
hsa-miR-4644,25,31,20,57,27,1,0,4,11,1,10,0,4,0,3,4,2,7,6,8,7,4,23,25,0
hsa-miR-4645-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
hsa-miR-4645-3p,0,3,17,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
hsa-miR-4646-5p,10,5,21,17,8,0,0,0,1,1,15,0,2,0,2,0,16,2,0,2,3,12,2,24,0
hsa-miR-4646-3p,5,14,8,19,4,2,0,15,3,1,18,0,6,10,4,2,7,2,2,0,0,16,13,49,0
hsa-miR-4647,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,23,21,1
hsa-miR-4648,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
hsa-miR-4649-5p,4,15,4,5,0,0,0,9,1,0,7,0,7,0,0,0,0,0,0,0,0,8,5,7,5
hsa-miR-4649-3p,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,2,0,0,1,0,16,0
hsa-miR-4650-5p,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0
hsa-miR-4650-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4651,7,7,0,7,4,0,0,5,4,1,5,2,6,0,0,0,4,0,0,0,1,5,7,0,0
hsa-miR-4652-5p,0,0,4,7,0,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
hsa-miR-4652-3p,43,24,9,13,14,0,0,5,7,0,2,0,6,0,0,10,2,5,3,0,3,4,1,35,0
hsa-miR-4653-5p,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4653-3p,2,2,12,3,4,0,0,1,6,0,0,0,2,0,0,0,4,7,0,0,2,0,0,0,9
hsa-miR-4654,2,12,0,3,0,0,0,3,6,0,10,0,0,1,0,0,0,2,0,0,1,0,2,0,0
hsa-miR-4655-5p,9,9,10,27,0,1,0,0,3,1,13,0,3,0,0,3,0,1,4,2,2,5,7,20,0
hsa-miR-4655-3p,0,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
hsa-miR-4656,2,9,1,0,9,0,0,0,0,0,12,0,0,0,0,2,0,3,0,1,2,1,2,3,0
hsa-miR-4657,0,7,3,0,0,0,0,0,2,0,25,0,3,0,0,0,0,0,2,0,3,1,1,0,0
hsa-miR-4658,0,1,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,6,0,0
hsa-miR-4659a-5p,71,277,37,205,41,0,0,3,6,2,49,0,23,1,2,10,18,82,22,14,21,17,24,19,21
hsa-miR-4659a-3p,42,105,15,88,21,0,0,3,11,0,48,1,10,1,0,5,24,41,15,5,11,22,16,23,5
hsa-miR-4660,8,21,26,16,5,0,0,0,2,0,16,0,2,0,0,3,3,4,10,0,9,0,4,11,4
hsa-miR-4661-5p,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,2,0,0
hsa-miR-4661-3p,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0
hsa-miR-4662a-5p,26,20,0,22,1,0,0,1,5,0,10,0,6,6,8,6,4,22,8,1,0,2,11,9,0
hsa-miR-4662a-3p,2,4,4,0,3,0,0,0,1,0,0,0,4,0,0,0,5,0,1,0,0,0,0,0,0
hsa-miR-4659b-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4659b-3p,29,63,28,121,18,0,0,3,7,2,29,0,15,2,2,8,26,17,31,3,10,22,14,5,4
hsa-miR-4663,4,1,141,0,4,0,0,0,0,0,0,0,0,0,0,0,6,2,0,1,3,0,0,0,0
hsa-miR-4662b,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0
hsa-miR-4664-5p,1,5,0,0,5,0,0,3,0,0,24,1,0,0,2,1,0,1,9,2,5,0,2,3,9
hsa-miR-4664-3p,3,10,6,18,0,0,0,1,1,0,7,1,0,0,0,0,1,1,1,0,0,0,0,14,0
hsa-miR-4665-5p,199,395,74,594,95,0,2,79,47,6,119,2,41,11,9,47,76,192,75,25,109,127,192,124,23
hsa-miR-4665-3p,11,37,69,92,56,0,0,26,21,0,85,4,3,2,3,10,1,30,11,3,22,20,24,62,30
hsa-miR-4666a-5p,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4666a-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4667-5p,33,33,23,74,24,0,2,7,15,0,9,1,11,0,1,8,8,16,18,5,5,4,19,53,0
hsa-miR-4667-3p,6,3,105,41,5,0,0,1,1,0,23,0,0,6,0,5,2,7,2,5,3,4,8,11,0
hsa-miR-4668-5p,16,11,14,45,22,0,0,0,4,0,24,0,4,0,0,0,2,2,2,1,1,1,7,2,3
hsa-miR-4668-3p,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
hsa-miR-219b-5p,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,0,0,0
hsa-miR-219b-3p,8,13,0,10,2,0,1,0,2,0,3,0,4,0,0,3,0,3,0,0,0,0,0,0,0
hsa-miR-4669,19,36,10,9,7,0,1,0,2,1,10,0,4,0,4,0,2,6,1,0,3,2,20,0,0
hsa-miR-4670-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4670-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4671-5p,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
hsa-miR-4671-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4672,6,7,3,0,2,0,1,2,8,1,45,1,0,0,0,1,6,10,5,0,4,0,2,7,19
hsa-miR-4673,0,5,0,2,1,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0
hsa-miR-4674,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,1,2,0,0,0,0,0,0,0,2
hsa-miR-4675,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4676-5p,5,8,186,8,2,0,0,0,0,2,6,1,0,0,0,0,0,0,0,0,3,0,2,14,0
hsa-miR-4676-3p,1,13,0,0,2,0,0,0,0,2,4,0,0,0,0,1,3,0,1,0,1,0,0,4,0
hsa-miR-4677-5p,3,5,3,12,6,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,3,16,0
hsa-miR-4677-3p,37,50,12,71,14,0,0,6,3,0,27,0,7,8,1,11,6,34,14,2,6,13,12,10,3
hsa-miR-4678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4679,0,1,0,0,7,0,0,0,0,1,0,0,0,4,0,0,0,1,0,0,0,4,0,0,0
hsa-miR-4680-5p,0,0,1,0,0,0,0,0,0,0,1,0,0,6,0,1,0,0,0,0,0,0,1,0,0
hsa-miR-4680-3p,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0
hsa-miR-4681,0,2,0,0,0,0,0,4,0,0,2,0,0,0,0,0,3,2,0,1,0,0,0,0,0
hsa-miR-4682,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0
hsa-miR-4683,1,10,6,12,4,0,0,0,1,0,16,3,6,0,1,6,6,0,8,4,2,0,10,9,4
hsa-miR-4684-5p,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-4684-3p,0,0,3,13,6,1,0,4,0,0,2,3,0,0,0,0,1,3,0,0,0,0,3,32,0
hsa-miR-4685-5p,14,6,2,23,11,0,2,15,5,3,44,10,1,14,2,1,17,3,5,6,7,0,14,29,19
hsa-miR-4685-3p,5,16,15,9,9,0,0,10,3,0,36,2,11,0,0,10,8,13,16,0,3,10,14,10,0
hsa-miR-4686,0,1,21,9,0,0,0,0,2,0,0,0,3,3,0,0,2,4,5,1,3,4,3,0,0
